CaseID,ActivityString,Duration,TimeSinceLastEvent,Timestamp,PlannedDuration,PlannedTimestamp,InstanceID,StartTime,FinishedActivity
1283,P,1106,1106,8825,3780,14827,1284,7719,P
1284,A,1955,1955,1955,2808,2808,1285,0,A
1284,B,944,944,2899,150,2958,1285,1955,B
1284,C,782,782,3681,1030,3988,1285,2899,C
1284,D,178,178,3859,3960,7948,1285,3681,D
1284,M,152,152,4011,2441,10389,1285,3859,M
1284,N,2487,2487,6498,240,10629,1285,4011,N
1284,O,471,471,6969,960,11589,1285,6498,O
1284,P,329,329,7298,3960,15549,1285,6969,P
1285,AE,155,155,155,1100,1100,1286,0,A
1285,BE,386,231,386,485,485,1286,0,E
1285,BF,301,301,687,240,725,1286,386,F
1285,BG,1041,509,1196,155,1255,1286,155,B
1285,CG,163,163,1359,180,1435,1286,1196,C
1285,DG,798,126,1485,995,1720,1286,687,G
1285,DH,262,136,1621,2850,4285,1286,1359,D
1285,H,434,298,1919,3960,5680,1286,1485,H
1285,M,101,101,2020,223,5903,1286,1919,M
1285,N,475,475,2495,240,6143,1286,2020,N
1285,O,610,610,3105,795,6938,1286,2495,O
1285,P,1890,1890,4995,3960,10898,1286,3105,P
1286,AE,157,157,157,367,367,1287,0,E
1286,AF,421,421,578,270,637,1287,157,F
1286,AG,626,48,626,3004,3004,1287,0,A
1286,BG,924,876,1502,930,1567,1287,578,G
1286,BH,2580,1704,3206,240,3244,1287,626,B
1286,CH,675,675,3881,815,4059,1287,3206,C
1286,DH,197,197,4078,9700,13759,1287,3881,D
1286,H,5143,2567,6645,435,2002,1287,1502,H
1286,M,4864,4864,11509,5590,19349,1287,6645,M
1286,N,919,919,12428,240,19589,1287,11509,N
1286,O,832,832,13260,1030,20619,1287,12428,O
1286,N,578,578,13838,485,21104,1287,13260,N
1286,O,323,323,14161,510,21614,1287,13838,O
1286,P,303,303,14464,3960,25574,1287,14161,P
1287,AEI,61,61,61,333,333,1288,0,I
1287,AEJ,359,359,420,135,468,1288,61,J
1287,AEK,615,195,615,1073,1073,1288,0,E
1287,AFK,253,58,673,295,763,1288,420,K
1287,AFL,52,52,725,5100,5863,1288,673,L
1287,AF,975,865,1590,540,1613,1288,615,F
1287,AG,1739,149,1739,2022,2022,1288,0,A
1287,BG,327,327,2066,90,2112,1288,1739,B
1287,CG,614,138,2204,900,2513,1288,1590,G
1287,CF,934,796,3000,1145,3257,1288,2066,C
1287,BF,1405,609,3609,1200,3713,1288,2204,F
1287,BG,675,66,3675,425,3682,1288,3000,B
1287,CG,1006,1006,4681,1465,5147,1288,3675,C
1287,DG,1209,137,4818,1572,5285,1288,3609,G
1287,DH,570,433,5251,3780,8927,1288,4681,D
1287,H,1088,655,5906,378,5663,1288,4818,H
1287,M,785,785,6691,1269,10196,1288,5906,M
1287,N,624,624,7315,180,10376,1288,6691,N
1287,O,761,761,8076,895,11271,1288,7315,O
1287,N,634,634,8710,130,11401,1288,8076,N
1287,O,348,348,9058,660,12061,1288,8710,O
1287,P,2570,2570,11628,6660,18721,1288,9058,P
1288,AE,23,23,23,181,181,1289,0,A
1288,BE,344,344,367,240,421,1289,23,B
1288,CE,389,22,389,1212,1212,1289,0,E
1288,CF,172,150,539,215,636,1289,367,C
1288,DF,940,790,1329,150,1362,1289,389,F
1288,DG,889,99,1428,4890,5526,1289,539,D
1288,G,757,658,2086,790,2152,1289,1329,G
1288,H,1377,1377,3463,4200,6352,1289,2086,H
1288,M,948,948,4411,1381,7733,1289,3463,M
1288,N,641,641,5052,240,7973,1289,4411,N
1288,O,366,366,5418,700,8673,1289,5052,O
1288,P,7869,7869,13287,3960,12633,1289,5418,P
1289,A,229,229,229,1046,1046,1290,0,A
1289,B,1111,1111,1340,300,1346,1290,229,B
1289,C,826,826,2166,920,2266,1290,1340,C
1289,B,736,736,2902,660,2926,1290,2166,B
1289,C,512,512,3414,385,3311,1290,2902,C
1289,D,66241,66241,69655,3960,7271,1290,3414,D
1289,M,1106,1106,70761,1332,8603,1290,69655,M
1289,N,687,687,71448,90,8693,1290,70761,N
1289,O,882,882,72330,1240,9933,1290,71448,O
1289,P,484,484,72814,3780,13713,1290,72330,P
1290,AE,76,76,76,135,135,1291,0,E
1290,AF,176,176,252,180,315,1291,76,F
1290,AG,144,144,396,145,460,1291,252,G
1290,AH,38,38,434,2880,3340,1291,396,H
1290,A,2567,2133,2567,2810,2810,1291,0,A
1290,B,332,332,2899,150,2960,1291,2567,B
1290,C,218,218,3117,100,3060,1291,2899,C
1290,D,613,613,3730,2880,5940,1291,3117,D
1290,M,3320,3320,7050,4293,10233,1291,3730,M
1290,N,1019,1019,8069,90,10323,1291,7050,N
1290,O,917,917,8986,1200,11523,1291,8069,O
1290,N,342,342,9328,50,11573,1291,8986,N
1290,O,239,239,9567,695,12268,1291,9328,O
1290,P,15306,15306,24873,3780,16048,1291,9567,P
1291,A,74,74,74,142,142,1292,0,A
1291,B,142,142,216,135,277,1292,74,B
1291,C,183,183,399,215,492,1292,216,C
1291,D,730,730,1129,4890,5382,1292,399,D
1291,M,2147,2147,3276,2903,8285,1292,1129,M
1291,N,786,786,4062,90,8375,1292,3276,N
1291,O,1228,1228,5290,1590,9965,1292,4062,O
1291,N,1250,1250,6540,860,10825,1292,5290,N
1291,O,155,155,6695,585,11410,1292,6540,O
1291,P,9708,9708,16403,3780,15190,1292,6695,P
1292,AEI,152,152,152,156,156,1293,0,A
1292,BEI,157,5,157,1091,1091,1293,0,E
1292,BFI,162,5,162,338,338,1293,0,I
1292,BFJ,193,183,345,240,396,1293,152,B
1292,CFJ,149,149,494,240,636,1293,345,C
1292,DFJ,374,42,536,240,578,1293,162,J
1292,DFK,1054,675,1211,180,1271,1293,157,F
1292,DGK,744,27,1238,5250,5886,1293,494,D
1292,GK,910,208,1446,910,1488,1293,536,K
1292,GL,772,537,1983,795,2066,1293,1211,G
1292,HL,1299,1299,3282,550,2616,1293,1983,H
1292,L,13717,11881,15163,570,2058,1293,1446,L
1292,M,7,7,15170,717,6603,1293,15163,M
1292,N,1070,1070,16240,420,7023,1293,15170,N
1292,O,612,612,16852,975,7998,1293,16240,O
1292,N,2298,2298,19150,1935,9933,1293,16852,N
1292,O,1203,1203,20353,1146,11079,1293,19150,O
1292,P,1685,1685,22038,384,11463,1293,20353,P
1293,AE,65,65,65,621,621,1294,0,A
1293,BE,233,168,233,1178,1178,1294,0,E
1293,BF,585,417,650,90,711,1294,65,B
1293,CF,975,558,1208,90,1268,1294,233,F
1293,CG,917,359,1567,1220,1931,1294,650,C
1293,DG,96,96,1663,3780,5711,1294,1567,D
1293,G,847,392,2055,1200,2468,1294,1208,G
1293,H,1704,1704,3759,3780,6248,1294,2055,H
1293,M,700,700,4459,1339,7587,1294,3759,M
1293,N,671,671,5130,90,7677,1294,4459,N
1293,O,146,146,5276,535,8212,1294,5130,O
1293,P,1382,1382,6658,3780,11992,1294,5276,P
1294,AEI,874,874,874,1229,1229,1295,0,A
1294,BEI,475,475,1349,180,1409,1295,874,B
1294,CEI,1615,266,1615,2334,2334,1295,0,E
1294,CFI,838,838,2453,180,2514,1295,1615,F
1294,CGI,2826,373,2826,3727,3727,1295,0,I
1294,CGJ,1765,288,3114,900,2309,1295,1349,C
1294,DGJ,943,282,3396,900,3414,1295,2453,G
1294,DHJ,1176,606,4002,300,4027,1295,2826,J
1294,DHK,1037,1037,5039,1050,5077,1295,4002,K
1294,DHJ,688,688,5727,720,5797,1295,5039,J
1294,DHK,603,603,6330,780,6577,1295,5727,K
1294,DHL,498,498,6828,3960,10537,1295,6330,L
1294,DH,4076,362,7190,550,2859,1295,3114,D
1294,H,4412,618,7808,550,3964,1295,3396,H
1294,M,328,328,8136,995,11532,1295,7808,M
1294,N,799,799,8935,180,11712,1295,8136,N
1294,O,785,785,9720,840,12552,1295,8935,O
1294,N,1183,1183,10903,1140,13692,1295,9720,N
1294,O,264,264,11167,405,14097,1295,10903,O
1294,P,35177,35177,46344,2580,16677,1295,11167,P
1295,A,418,418,418,1133,1133,1296,0,A
1295,B,744,744,1162,90,1223,1296,418,B
1295,C,570,570,1732,860,2083,1296,1162,C
1295,D,1265,1265,2997,3780,5863,1296,1732,D
1295,M,168,168,3165,473,6336,1296,2997,M
1295,N,350,350,3515,90,6426,1296,3165,N
1295,O,511,511,4026,870,7296,1296,3515,O
1295,N,1245,1245,5271,850,8146,1296,4026,N
1295,O,889,889,6160,1175,9321,1296,5271,O
1295,P,311,311,6471,3780,13101,1296,6160,P
1296,A,801,801,801,1184,1184,1297,0,A
1296,B,708,708,1509,330,1514,1297,801,B
1296,C,817,817,2326,952,2466,1297,1509,C
1296,D,564,564,2890,348,2814,1297,2326,D
1296,M,1575,1575,4465,1739,4553,1297,2890,M
1296,N,206,206,4671,90,4643,1297,4465,N
1296,O,638,638,5309,820,5463,1297,4671,O
1296,N,848,848,6157,660,6123,1297,5309,N
1296,O,253,253,6410,695,6818,1297,6157,O
1296,P,5836,5836,12246,3780,10598,1297,6410,P
1297,AE,114,114,114,292,292,1298,0,A
1297,BE,134,20,134,1672,1672,1298,0,E
1297,BF,345,325,459,180,472,1298,114,B
1297,CF,594,594,1053,683,1155,1298,459,C
1297,DF,1734,815,1868,240,1912,1298,134,F
1297,DG,894,894,2762,900,2812,1298,1868,G
1297,DH,4495,4495,7257,550,3362,1298,2762,H
1297,D,9798,3594,10851,4080,5235,1298,1053,D
1297,M,11872,11872,22723,12092,17327,1298,10851,M
1297,N,352,352,23075,180,17507,1298,22723,N
1297,O,1350,1350,24425,830,18337,1298,23075,O
1297,N,1613,1613,26038,705,19042,1298,24425,N
1297,O,620,620,26658,695,19737,1298,26038,O
1297,P,43161,43161,69819,6960,26697,1298,26658,P
1298,A,1156,1156,1156,1209,1209,1299,0,A
1298,B,142,142,1298,150,1359,1299,1156,B
1298,C,191,191,1489,165,1524,1299,1298,C
1298,D,189,189,1678,4200,5724,1299,1489,D
1298,M,1439,1439,3117,2510,8234,1299,1678,M
1298,N,1119,1119,4236,90,8324,1299,3117,N
1298,O,905,905,5141,1230,9554,1299,4236,O
1298,N,724,724,5865,385,9939,1299,5141,N
1298,O,917,917,6782,945,10884,1299,5865,O
1298,P,1844,1844,8626,3780,14664,1299,6782,P
1299,AEI,179,179,179,1099,1099,1300,0,E
1299,AFI,537,358,537,946,946,1300,0,I
1299,AFJ,702,165,702,1088,1088,1300,0,A
1299,BFJ,646,481,1183,300,1246,1300,537,J
1299,BFK,1040,36,1219,180,1279,1300,179,F
1299,BGK,538,21,1240,210,1298,1300,702,B
1299,CGK,157,157,1397,255,1553,1300,1240,C
1299,BGK,720,506,1903,820,2066,1300,1183,K
1299,BGJ,970,286,2189,1050,2329,1300,1219,G
1299,BFJ,1362,570,2759,1270,2823,1300,1397,B
1299,CFJ,170,170,2929,240,3063,1300,2759,C
1299,DFJ,775,35,2964,700,3029,1300,2189,F
1299,DGJ,1082,21,2985,995,3061,1300,1903,J
1299,DGK,141,85,3070,5040,8103,1300,2929,D
1299,GK,205,120,3190,240,3301,1300,2985,K
1299,GL,16,16,3206,5160,8461,1300,3190,L
1299,G,292,50,3256,240,3269,1300,2964,G
1299,H,36,36,3292,5040,8309,1300,3256,H
1299,M,1449,1449,4741,1471,9932,1300,3292,M
1299,N,82,82,4823,120,10052,1300,4741,N
1299,O,128,128,4951,120,10172,1300,4823,O
1299,N,659,659,5610,670,10842,1300,4951,N
1299,O,156,156,5766,260,11102,1300,5610,O
1299,P,84,84,5850,5100,16202,1300,5766,P
1300,A,1349,1349,1349,1407,1407,1301,0,A
1300,B,172,172,1521,150,1557,1301,1349,B
1300,C,581,581,2102,850,2407,1301,1521,C
1300,B,1502,1502,3604,1240,3647,1301,2102,B
1300,C,1140,1140,4744,1295,4942,1301,3604,C
1300,D,11955,11955,16699,3660,8602,1301,4744,D
1300,M,31,31,16730,1770,10372,1301,16699,M
1300,N,1927,1927,18657,240,10612,1301,16730,N
1300,O,1007,1007,19664,1005,11617,1301,18657,O
1300,N,368,368,20032,445,12062,1301,19664,N
1300,O,630,630,20662,810,12872,1301,20032,O
1300,P,855,855,21517,3960,16832,1301,20662,P
1301,AE,229,229,229,234,234,1302,0,E
1301,AF,112,112,341,150,384,1302,229,F
1301,AG,121,121,462,540,924,1302,341,G
1301,AH,709,709,1171,2850,3774,1302,462,H
1301,A,1340,169,1340,1398,1398,1302,0,A
1301,B,155,155,1495,150,1548,1302,1340,B
1301,C,609,609,2104,585,2133,1302,1495,C
1301,B,337,337,2441,340,2473,1302,2104,B
1301,C,121,121,2562,130,2603,1302,2441,C
1301,D,1159,1159,3721,4230,6833,1302,2562,D
1301,M,83,83,3804,86,6919,1302,3721,M
1301,N,131,131,3935,150,7069,1302,3804,N
1301,O,801,801,4736,410,7479,1302,3935,O
1301,N,206,206,4942,615,8094,1302,4736,N
1301,O,474,474,5416,575,8669,1302,4942,O
1301,P,14835,14835,20251,4230,12899,1302,5416,P
1302,AE,945,945,945,1018,1018,1303,0,A
1302,BE,167,167,1112,150,1168,1303,945,B
1302,CE,226,226,1338,160,1328,1303,1112,C
1302,BE,1391,53,1391,1435,1435,1303,0,E
1302,BF,154,154,1545,150,1585,1303,1391,F
1302,BG,704,704,2249,700,2285,1303,1545,G
1302,BF,1358,447,2696,1400,2728,1303,1338,B
1302,CF,651,651,3347,705,3433,1303,2696,C
1302,DF,1121,23,3370,1120,3405,1303,2249,F
1302,DG,650,650,4020,705,4110,1303,3370,G
1302,DH,2663,1990,6010,4230,7663,1303,3347,D
1302,H,4044,2054,8064,4230,8340,1303,4020,H
1302,M,600,600,8664,260,8600,1303,8064,M
1302,N,211,211,8875,600,9200,1303,8664,N
1302,O,238,238,9113,420,9620,1303,8875,O
1302,N,1403,1403,10516,1215,10835,1303,9113,N
1302,O,272,272,10788,425,11260,1303,10516,O
1302,P,5426,5426,16214,3720,14980,1303,10788,P
1303,AEI,304,304,304,1245,1245,1304,0,A
1303,BEI,578,274,578,2026,2026,1304,0,I
1303,BEJ,1130,552,1130,1430,1430,1304,0,E
1303,BFJ,968,142,1272,90,1335,1304,304,B
1303,CFJ,330,188,1460,90,1520,1304,1130,F
1303,CGJ,1468,586,2046,90,2116,1304,578,J
1303,CGK,1017,243,2289,1220,2555,1304,1272,C
1303,DGK,884,55,2344,1110,2630,1304,1460,G
1303,DHK,62,7,2351,3780,6335,1304,2289,D
1303,HK,89,82,2433,3780,6410,1304,2344,H
1303,K,1191,804,3237,1360,3476,1304,2046,K
1303,L,197,197,3434,3780,7256,1304,3237,L
1303,M,128,128,3562,302,7558,1304,3434,M
1303,N,202,202,3764,90,7648,1304,3562,N
1303,O,429,429,4193,860,8508,1304,3764,O
1303,P,406,406,4599,3780,12288,1304,4193,P
1304,AE,105,105,105,940,940,1305,0,E
1304,AF,1055,1055,1160,240,1180,1305,105,F
1304,AG,825,825,1985,1030,2210,1305,1160,G
1304,AF,470,470,2455,485,2695,1305,1985,F
1304,AG,422,422,2877,510,3205,1305,2455,G
1304,AH,123,123,3000,3960,7165,1305,2877,H
1304,A,3137,137,3137,3313,3313,1305,0,A
1304,B,370,370,3507,240,3553,1305,3137,B
1304,C,806,806,4313,970,4523,1305,3507,C
1304,B,737,737,5050,780,5303,1305,4313,B
1304,C,840,840,5890,510,5813,1305,5050,C
1304,D,1123,1123,7013,3960,9773,1305,5890,D
1304,M,729,729,7742,1672,11445,1305,7013,M
1304,N,969,969,8711,90,11535,1305,7742,N
1304,O,784,784,9495,995,12530,1305,8711,O
1304,P,24600,24600,34095,3780,16310,1305,9495,P
1305,AEI,154,154,154,333,333,1306,0,I
1305,AEJ,355,355,509,240,573,1306,154,J
1305,AEK,1573,1064,1573,2413,2413,1306,0,A
1305,BEK,1674,101,1674,1752,1752,1306,0,E
1305,BFK,1166,1,1675,1165,1738,1306,509,K
1305,BFL,190,189,1864,180,1932,1306,1674,F
1305,BGL,320,131,1995,550,2288,1306,1675,L
1305,BG,708,577,2572,950,2882,1306,1864,G
1305,BF,1068,69,2641,240,2653,1306,1573,B
1305,CF,590,521,3162,330,3212,1306,2572,F
1305,CG,887,366,3528,1050,3703,1306,2641,C
1305,BG,458,92,3620,585,3797,1306,3162,G
1305,BH,445,353,3973,470,4173,1306,3528,B
1305,CH,672,672,4645,450,4623,1306,3973,C
1305,DH,1483,458,5103,6960,10757,1306,3620,H
1305,D,1653,1195,6298,3900,8523,1306,4645,D
1305,M,604,604,6902,1017,11774,1306,6298,M
1305,N,533,533,7435,150,11924,1306,6902,N
1305,O,76,76,7511,50,11974,1306,7435,O
1305,N,1234,1234,8745,1280,13254,1306,7511,N
1305,O,252,252,8997,260,13514,1306,8745,O
1305,P,34,34,9031,5100,18614,1306,8997,P
1306,A,42,42,42,1004,1004,1307,0,A
1306,B,1145,1145,1187,240,1244,1307,42,B
1306,C,824,824,2011,890,2134,1307,1187,C
1306,D,260,260,2271,5160,7294,1307,2011,D
1306,M,151,151,2422,1690,8984,1307,2271,M
1306,N,1737,1737,4159,250,9234,1307,2422,N
1306,O,1030,1030,5189,990,10224,1307,4159,O
1306,P,351,351,5540,550,10774,1307,5189,P
1307,A,1331,1331,1331,1412,1412,1308,0,A
1307,B,186,186,1517,150,1562,1308,1331,B
1307,C,594,594,2111,850,2412,1308,1517,C
1307,B,352,352,2463,100,2512,1308,2111,B
1307,C,109,109,2572,125,2637,1308,2463,C
1307,D,1365,1365,3937,4230,6867,1308,2572,D
1307,M,75,75,4012,104,6971,1308,3937,M
1307,N,148,148,4160,150,7121,1308,4012,N
1307,O,160,160,4320,125,7246,1308,4160,O
1307,N,805,805,5125,845,8091,1308,4320,N
1307,O,281,281,5406,110,8201,1308,5125,O
1307,P,351,351,5757,4230,12431,1308,5406,P
1308,A,467,467,467,1059,1059,1309,0,A
1308,B,702,702,1169,150,1209,1309,467,B
1308,C,164,164,1333,155,1364,1309,1169,C
1308,B,1548,1548,2881,1530,2894,1309,1333,B
1308,C,339,339,3220,650,3544,1309,2881,C
1308,D,1828,1828,5048,4230,7774,1309,3220,D
1308,M,1575,1575,6623,1687,9461,1309,5048,M
1308,N,562,562,7185,150,9611,1309,6623,N
1308,O,604,604,7789,580,10191,1309,7185,O
1308,N,334,334,8123,710,10901,1309,7789,N
1308,O,734,734,8857,835,11736,1309,8123,O
1308,P,5855,5855,14712,3630,15366,1309,8857,P
1309,A,14213,14213,14213,14715,14715,1310,0,A
1309,B,782,782,14995,300,15015,1310,14213,B
1309,C,704,704,15699,735,15750,1310,14995,C
1309,D,16,16,15715,1560,17310,1310,15699,D
1309,M,1375,1375,17090,1590,18900,1310,15715,M
1309,N,483,483,17573,300,19200,1310,17090,N
1309,O,706,706,18279,855,20055,1310,17573,O
1309,P,731,731,19010,1590,21645,1310,18279,P
1310,AEI,832,832,832,2060,2060,1311,0,E
1310,AFI,1424,592,1424,1220,1220,1311,0,A
1310,BFI,76,76,1500,300,1520,1311,1424,B
1310,CFI,1507,839,2339,300,2360,1311,832,F
1310,CGI,1346,507,2846,895,2415,1311,1500,C
1310,DGI,778,271,3117,895,3255,1311,2339,G
1310,DHI,347,76,3193,2220,4635,1311,2846,D
1310,HI,3590,397,3590,3746,3746,1311,0,I
1310,HJ,246,246,3836,90,3836,1311,3590,J
1310,HK,434,434,4270,815,4651,1311,3836,K
1310,HJ,1403,250,4520,2760,6015,1311,3117,H
1310,J,1425,1175,5695,1105,5756,1311,4270,J
1310,K,1323,1323,7018,1850,7606,1311,5695,K
1310,L,2656,2656,9674,3780,11386,1311,7018,L
1310,M,385,385,10059,505,11891,1311,9674,M
1310,N,387,387,10446,300,12191,1311,10059,N
1310,O,791,791,11237,885,13076,1311,10446,O
1310,P,144,144,11381,2880,15956,1311,11237,P
1311,A,427,427,427,350,350,1312,0,A
1311,B,358,358,785,435,785,1312,427,B
1311,C,493,493,1278,585,1370,1312,785,C
1311,B,1862,1862,3140,1830,3200,1312,1278,B
1311,C,2568,2568,5708,1440,4640,1312,3140,C
1311,D,1447,1447,7155,2280,6920,1312,5708,D
1311,M,318,318,7473,1083,8003,1312,7155,M
1311,N,901,901,8374,180,8183,1312,7473,N
1311,O,544,544,8918,555,8738,1312,8374,O
1311,N,380,380,9298,365,9103,1312,8918,N
1311,O,98,98,9396,167,9270,1312,9298,O
1311,P,408,408,9804,393,9663,1312,9396,P
1312,AEI,302,302,302,425,425,1313,0,I
1312,AEJ,301,301,603,240,665,1313,302,J
1312,AEK,871,268,871,1155,1155,1313,0,A
1312,BEK,961,90,961,1305,1305,1313,0,E
1312,BFK,627,269,1230,770,1435,1313,603,K
1312,BFJ,443,84,1314,150,1305,1313,871,B
1312,CFJ,456,103,1417,150,1455,1313,961,F
1312,CGJ,174,71,1488,390,1695,1313,1314,C
1312,BGJ,114,43,1531,390,1845,1313,1417,G
1312,BFJ,219,176,1707,50,1745,1313,1488,B
1312,CFJ,115,115,1822,125,1870,1313,1707,C
1312,DFJ,850,258,2080,665,2100,1313,1230,J
1312,DFK,573,24,2104,285,2130,1313,1531,F
1312,DGK,538,538,2642,120,2250,1313,2104,G
1312,DHK,1103,283,2925,4230,6100,1313,1822,D
1312,HK,949,104,3029,835,2935,1313,2080,K
1312,HJ,1706,1706,4735,1860,4795,1313,3029,J
1312,HK,833,833,5568,870,5665,1313,4735,K
1312,HL,367,367,5935,4230,9895,1313,5568,L
1312,H,6188,2895,8830,4230,6480,1313,2642,H
1312,M,144,144,8974,740,10635,1313,8830,M
1312,N,789,789,9763,240,10875,1313,8974,N
1312,O,170,170,9933,390,11265,1313,9763,O
1312,N,1461,1461,11394,1235,12500,1313,9933,N
1312,O,1095,1095,12489,435,12935,1313,11394,O
1312,P,7523,7523,20012,3960,16895,1313,12489,P
1313,AE,707,707,707,1065,1065,1314,0,E
1313,AF,387,387,1094,90,1155,1314,707,F
1313,AG,967,967,2061,1240,2395,1314,1094,G
1313,AH,6,6,2067,3780,6175,1314,2061,H
1313,A,17007,14940,17007,17574,17574,1314,0,A
1313,B,607,607,17614,90,17664,1314,17007,B
1313,C,898,898,18512,1215,18879,1314,17614,C
1313,D,263,263,18775,3780,22659,1314,18512,D
1313,M,3892,3892,22667,4709,27368,1314,18775,M
1313,N,860,860,23527,90,27458,1314,22667,N
1313,O,298,298,23825,705,28163,1314,23527,O
1313,P,2525,2525,26350,3780,31943,1314,23825,P
1314,A,179,179,179,212,212,1315,0,A
1314,B,140,140,319,150,362,1315,179,B
1314,C,209,209,528,890,1252,1315,319,C
1314,D,798,798,1326,3490,4742,1315,528,D
1314,M,1806,1806,3132,2345,7087,1315,1326,M
1314,N,728,728,3860,240,7327,1315,3132,N
1314,O,595,595,4455,725,8052,1315,3860,O
1314,N,369,369,4824,400,8452,1315,4455,N
1314,O,2192,2192,7016,2160,10612,1315,4824,O
1314,P,6224,6224,13240,4140,14752,1315,7016,P
1315,A,983,983,983,1376,1376,1316,0,A
1315,B,423,423,1406,90,1466,1316,983,B
1315,C,722,722,2128,1230,2696,1316,1406,C
1315,D,1197,1197,3325,3780,6476,1316,2128,D
1315,M,799,799,4124,1390,7866,1316,3325,M
1315,N,624,624,4748,90,7956,1316,4124,N
1315,O,622,622,5370,935,8891,1316,4748,O
1315,P,362,362,5732,3780,12671,1316,5370,P
1316,A,77,77,77,237,237,1317,0,A
1316,B,245,245,322,135,372,1317,77,B
1316,C,194,194,516,285,657,1317,322,C
1316,D,184,184,700,5160,5817,1317,516,D
1316,M,763,763,1463,1736,7553,1317,700,M
1316,N,1003,1003,2466,90,7643,1317,1463,N
1316,O,1348,1348,3814,1625,9268,1317,2466,O
1316,N,4292,4292,8106,4005,13273,1317,3814,N
1316,O,1762,1762,9868,1210,14483,1317,8106,O
1316,P,11928,11928,21796,3780,18263,1317,9868,P
1317,AEI,105,105,105,69,69,1318,0,E
1317,AFI,238,133,238,1683,1683,1318,0,A
1317,BFI,205,72,310,240,309,1318,105,F
1317,BGI,312,2,312,480,480,1318,0,I
1317,BGJ,180,178,490,840,1149,1318,310,G
1317,BHJ,271,93,583,150,630,1318,312,J
1317,BHK,883,790,1373,3540,4689,1318,490,H
1317,BK,1058,268,1641,1005,1635,1318,583,K
1317,BJ,1624,221,1862,240,1923,1318,238,B
1317,CJ,814,593,2455,860,2495,1318,1641,J
1317,CK,680,87,2542,745,2668,1318,1862,C
1317,BK,221,134,2676,840,3335,1318,2455,K
1317,BL,521,387,3063,515,3183,1318,2542,B
1317,CL,752,365,3428,3600,6935,1318,2676,L
1317,C,1406,1041,4469,810,3993,1318,3063,C
1317,B,15,15,4484,810,4803,1318,4469,B
1317,C,1414,1414,5898,840,5643,1318,4484,C
1317,D,720,720,6618,5700,11343,1318,5898,D
1317,M,358,358,6976,1406,12749,1318,6618,M
1317,N,1228,1228,8204,240,12989,1318,6976,N
1317,O,187,187,8391,310,13299,1318,8204,O
1317,N,1596,1596,9987,1450,14749,1318,8391,N
1317,O,754,754,10741,5001,19750,1318,9987,O
1317,P,2414,2414,13155,2214,21964,1318,10741,P
1318,AEI,246,246,246,1250,1250,1319,0,A
1318,BEI,486,240,486,1405,1405,1319,0,I
1318,BEJ,636,150,636,1253,1253,1319,0,E
1318,BFJ,648,648,1284,90,1343,1319,636,F
1318,BGJ,1112,74,1358,150,1400,1319,246,B
1318,CGJ,977,105,1463,90,1495,1319,486,J
1318,CGK,140,35,1498,100,1500,1319,1358,C
1318,BGK,414,200,1698,800,2143,1319,1284,G
1318,BHK,355,120,1818,800,2295,1319,1463,K
1318,BHL,539,219,2037,570,2070,1319,1498,B
1318,CHL,964,625,2662,3780,5923,1319,1698,H
1318,CL,698,73,2735,660,2730,1319,2037,C
1318,DL,1515,598,3333,3780,6075,1319,1818,L
1318,D,1308,710,4043,4230,6960,1319,2735,D
1318,M,479,479,4522,744,7704,1319,4043,M
1318,N,305,305,4827,90,7794,1319,4522,N
1318,O,587,587,5414,795,8589,1319,4827,O
1318,N,1522,1522,6936,1320,9909,1319,5414,N
1318,O,242,242,7178,695,10604,1319,6936,O
1318,P,4066,4066,11244,3840,14444,1319,7178,P
1319,A,163,163,163,229,229,1320,0,A
1319,B,410,410,573,240,469,1320,163,B
1319,C,660,660,1233,770,1239,1320,573,C
1319,B,173,173,1406,205,1444,1320,1233,B
1319,C,162,162,1568,385,1829,1320,1406,C
1319,D,1292,1292,2860,3960,5789,1320,1568,D
1319,M,13528,13528,16388,13644,19433,1320,2860,M
1319,N,442,442,16830,360,19793,1320,16388,N
1319,O,676,676,17506,1775,21568,1320,16830,O
1319,P,4418,4418,21924,1890,23458,1320,17506,P
1320,A,13491,13491,13491,13480,13480,1321,0,A
1320,B,253,253,13744,300,13780,1321,13491,B
1320,C,540,540,14284,740,14520,1321,13744,C
1320,D,111,111,14395,1560,16080,1321,14284,D
1320,M,1560,1560,15955,1730,17810,1321,14395,M
1320,N,459,459,16414,300,18110,1321,15955,N
1320,O,799,799,17213,835,18945,1321,16414,O
1320,P,4689,4689,21902,1140,20085,1321,17213,P
1321,AE,154,154,154,2738,2738,1322,0,E
1321,AF,2153,1999,2153,2533,2533,1322,0,A
1321,BF,3003,1004,3157,240,2978,1322,154,F
1321,BG,1369,365,3522,180,2713,1322,2153,B
1321,CG,509,144,3666,735,3713,1322,3157,G
1321,CH,161,17,3683,895,3608,1322,3522,C
1321,BH,160,160,3843,295,3903,1322,3683,B
1321,CH,492,315,4158,9700,13413,1322,3666,H
1321,C,590,275,4433,760,4663,1322,3843,C
1321,D,60251,60251,64684,1140,5803,1322,4433,D
1321,M,2812,2812,67496,2935,16348,1322,64684,M
1321,N,213,213,67709,150,16498,1322,67496,N
1321,O,1011,1011,68720,990,17488,1322,67709,O
1321,N,1569,1569,70289,1545,19033,1322,68720,N
1321,O,1092,1092,71381,2174,21207,1322,70289,O
