CaseID,ActivityID,Duration,TimeSinceLastEvent,Timestamp,PlannedDuration,PlannedTimestamp,InstanceID
767,14,867,867,4455,680,8524,768
767,15,728,728,5183,845,9369,768
767,16,1920,1920,7103,5220,14589,768
768,1,7493,7493,7493,7649,7649,769
768,2,191,191,7684,120,7769,769
768,3,159,159,7843,390,8159,769
768,2,917,917,8760,640,8799,769
768,3,1070,1070,9830,890,9689,769
768,4,1659,1659,11489,5160,14849,769
768,13,222,222,11711,1036,15885,769
768,14,934,934,12645,180,16065,769
768,15,818,818,13463,1050,17115,769
768,16,3785,3785,17248,5040,22155,769
769,1,35,35,35,164,164,770
769,2,301,301,336,240,404,770
769,3,844,844,1180,985,1389,770
769,4,812,812,1992,5040,6429,770
769,13,1382,1382,3374,2467,8896,770
769,14,1115,1115,4489,90,8986,770
769,15,1006,1006,5495,1220,10206,770
769,16,46,46,5541,3780,13986,770
770,1,45,45,45,120,120,771
770,2,255,255,300,240,360,771
770,3,735,735,1035,975,1335,771
770,4,854,854,1889,5040,6375,771
770,13,87,87,1976,657,7032,771
770,14,758,758,2734,240,7272,771
770,15,154,154,2888,215,7487,771
770,16,1524,1524,4412,4890,12377,771
771,1,59,59,59,293,293,772
771,2,294,294,353,120,413,772
771,3,581,581,934,390,803,772
771,2,430,430,1364,615,1418,772
771,3,164,164,1528,200,1618,772
771,4,5675,5675,7203,6845,8463,772
771,13,1643,1643,8846,3574,12037,772
771,14,2786,2786,11632,900,12937,772
771,15,491,491,12123,480,13417,772
771,14,1351,1351,13474,1355,14772,772
771,15,1287,1287,14761,2207,16979,772
771,16,833,833,15594,353,17332,772
772,1,295,295,295,469,469,773
772,2,371,371,666,240,709,773
772,3,919,919,1585,970,1679,773
772,2,1324,1324,2909,1270,2949,773
772,3,638,638,3547,810,3759,773
772,4,1755,1755,5302,3960,7719,773
772,13,508,508,5810,1430,9149,773
772,14,1185,1185,6995,300,9449,773
772,15,575,575,7570,695,10144,773
772,16,57,57,7627,1140,11284,773
773,1,2680,2680,2680,2830,2830,774
773,2,399,399,3079,300,3130,774
773,3,642,642,3721,810,3940,774
773,4,369,369,4090,1560,5500,774
773,13,13457,13457,17547,13479,18979,774
773,14,279,279,17826,300,19279,774
773,15,612,612,18438,740,20019,774
773,16,36,36,18474,1560,21579,774
774,1,510,510,510,883,883,775
774,2,406,406,916,90,973,775
774,3,1460,1460,2376,1935,2908,775
774,4,3422,3422,5798,3780,6688,775
774,13,141,141,5939,371,7059,775
774,14,288,288,6227,90,7149,775
774,15,1506,1506,7733,1780,8929,775
774,16,184,184,7917,3780,12709,775
775,1,32,32,32,145,145,776
775,2,284,284,316,240,385,776
775,3,829,829,1145,985,1370,776
775,4,3626,3626,4771,5040,6410,776
775,13,82,82,4853,989,7399,776
775,14,1090,1090,5943,240,7639,776
775,15,243,243,6186,380,8019,776
775,16,19,19,6205,5460,13479,776
776,1,485,485,485,444,444,777
776,2,630,630,1115,155,599,777
776,3,114,114,1229,520,1119,777
776,4,141,141,1370,2865,3984,777
776,13,42,42,1412,1349,5333,777
776,14,1427,1427,2839,165,5498,777
776,15,541,541,3380,825,6323,777
776,16,301,301,3681,4020,10343,777
777,1,278,278,278,820,820,778
777,2,756,756,1034,240,1060,778
777,3,148,148,1182,385,1445,778
777,2,297,297,1479,65,1510,778
777,3,512,512,1991,785,2295,778
777,4,976,976,2967,3960,6255,778
777,13,301,301,3268,1363,7618,778
777,14,1362,1362,4630,360,7978,778
777,15,605,605,5235,678,8656,778
777,16,1662,1662,6897,402,9058,778
778,1,635,635,635,1039,1039,779
778,2,431,431,1066,90,1129,779
778,3,1596,1596,2662,2315,3444,779
778,4,4251,4251,6913,3420,6864,779
778,13,514,514,7427,1702,8566,779
778,14,1366,1366,8793,240,8806,779
778,15,653,653,9446,855,9661,779
778,16,1448,1448,10894,3960,13621,779
779,1,123,123,123,156,156,780
779,2,246,246,369,270,426,780
779,3,650,650,1019,735,1161,780
779,4,16,16,1035,5315,6476,780
779,13,58,58,1093,161,6637,780
779,14,299,299,1392,240,6877,780
779,15,146,146,1538,215,7092,780
779,16,4,4,1542,4890,11982,780
780,1,408,408,408,532,532,781
780,2,205,205,613,150,682,781
780,3,134,134,747,375,1057,781
780,4,589,589,1336,5160,6217,781
780,13,91,91,1427,152,6369,781
780,14,253,253,1680,240,6609,781
780,15,160,160,1840,190,6799,781
780,16,1049,1049,2889,5220,12019,781
781,1,4572,4572,4572,4740,4740,782
781,2,385,385,4957,240,4980,782
781,3,957,957,5914,995,5975,782
781,2,463,463,6377,410,6385,782
781,3,652,652,7029,810,7195,782
781,4,4101,4101,11130,3960,11155,782
781,13,123,123,11253,265,11420,782
781,14,227,227,11480,150,11570,782
781,15,101,101,11581,55,11625,782
781,14,531,531,12112,570,12195,782
781,15,248,248,12360,260,12455,782
781,16,101,101,12461,5100,17555,782
782,1,1235,1235,1235,1437,1437,783
782,2,388,388,1623,240,1677,783
782,3,648,648,2271,740,2417,783
782,4,28,28,2299,7150,9567,783
782,13,251,251,2550,844,10411,783
782,14,774,774,3324,240,10651,783
782,15,348,348,3672,260,10911,783
782,16,2764,2764,6436,5160,16071,783
783,1,2812,2812,2812,3161,3161,784
783,2,543,543,3355,240,3401,784
783,3,861,861,4216,970,4371,784
783,4,1747,1747,5963,3960,8331,784
783,13,94,94,6057,679,9010,784
783,14,781,781,6838,240,9250,784
783,15,503,503,7341,765,10015,784
783,16,582,582,7923,3960,13975,784
784,1,961,961,961,975,975,785
784,2,108,108,1069,150,1125,785
784,3,143,143,1212,170,1295,785
784,4,1285,1285,2497,4200,5495,785
784,13,1058,1058,3555,1294,6789,785
784,14,502,502,4057,240,7029,785
784,15,718,718,4775,965,7994,785
784,16,78,78,4853,4020,12014,785
785,1,4231,4231,4231,4873,4873,786
785,2,707,707,4938,90,4963,786
785,3,333,333,5271,800,5763,786
785,4,913,913,6184,3780,9543,786
785,13,477,477,6661,646,10189,786
785,14,199,199,6860,90,10279,786
785,15,591,591,7451,820,11099,786
785,14,437,437,7888,210,11309,786
785,15,163,163,8051,585,11894,786
785,16,16846,16846,24897,3780,15674,786
786,1,357,357,357,431,431,787
786,2,193,193,550,150,581,787
786,3,552,552,1102,500,1081,787
786,4,221,221,1323,4260,5341,787
786,13,146,146,1469,1020,6361,787
786,14,1074,1074,2543,240,6601,787
786,15,430,430,2973,740,7341,787
786,16,11660,11660,14633,3870,11211,787
787,1,901,901,901,869,869,788
787,2,148,148,1049,240,1109,788
787,3,119,119,1168,380,1489,788
787,4,1802,1802,2970,9700,11189,788
787,13,216,216,3186,890,12079,788
787,14,792,792,3978,180,12259,788
787,15,203,203,4181,345,12604,788
787,14,1600,1600,5781,1455,14059,788
787,15,628,628,6409,715,14774,788
787,16,8834,8834,15243,4080,18854,788
788,1,490,490,490,1034,1034,789
788,2,1332,1332,1822,660,1694,789
788,3,1136,1136,2958,1170,2864,789
788,2,2777,2777,5735,1400,4264,789
788,3,623,623,6358,975,5239,789
788,4,4059,4059,10417,3960,9199,789
788,13,885,885,11302,525,9724,789
788,14,192,192,11494,600,10324,789
788,15,237,237,11731,420,10744,789
788,14,429,429,12160,200,10944,789
788,15,894,894,13054,1060,12004,789
788,16,1703,1703,14757,3360,15364,789
789,1,171,171,171,218,218,790
789,2,136,136,307,150,368,790
789,3,168,168,475,385,753,790
789,4,658,658,1133,3160,3913,790
789,13,62,62,1195,967,4880,790
789,14,1097,1097,2292,240,5120,790
789,15,216,216,2508,380,5500,790
789,16,962,962,3470,5460,10960,790
790,1,398,398,398,1130,1130,791
790,2,980,980,1378,300,1430,791
790,3,190,190,1568,375,1805,791
790,2,447,447,2015,235,2040,791
790,3,575,575,2590,695,2735,791
790,4,499,499,3089,1140,3875,791
790,13,680,680,3769,1120,4995,791
790,14,562,562,4331,180,5175,791
790,15,786,786,5117,895,6070,791
790,14,422,422,5539,315,6385,791
790,15,400,400,5939,360,6745,791
790,16,11629,11629,17568,7020,13765,791
791,1,334,334,334,444,444,792
791,2,209,209,543,150,594,792
791,3,96,96,639,375,969,792
791,4,5340,5340,5979,4700,5669,792
791,13,1672,1672,7651,5792,11461,792
791,14,4150,4150,11801,90,11551,792
791,15,862,862,12663,1210,12761,792
791,16,377,377,13040,3780,16541,792
792,1,144,144,144,210,210,793
792,2,154,154,298,150,360,793
792,3,122,122,420,540,900,793
792,4,963,963,1383,2850,3750,793
792,13,84,84,1467,279,4029,793
792,14,295,295,1762,150,4179,793
792,15,202,202,1964,130,4309,793
792,14,1296,1296,3260,1350,5659,793
792,15,579,579,3839,695,6354,793
792,16,337,337,4176,4230,10584,793
793,1,27,27,27,784,784,794
793,2,949,949,976,240,1024,794
793,3,549,549,1525,785,1809,794
793,4,2647,2647,4172,3960,5769,794
793,13,2486,2486,6658,2883,8652,794
793,14,484,484,7142,150,8802,794
793,15,482,482,7624,470,9272,794
793,14,429,429,8053,425,9697,794
793,15,147,147,8200,870,10567,794
793,16,1423,1423,9623,3450,14017,794
794,1,780,780,780,1725,1725,795
794,2,1198,1198,1978,300,2025,795
794,3,673,673,2651,2065,4090,795
794,4,2825,2825,5476,2760,6850,795
794,13,351,351,5827,1770,8620,795
794,14,1598,1598,7425,240,8860,795
794,15,1108,1108,8533,1485,10345,795
794,16,1371,1371,9904,3780,14125,795
795,1,52,52,52,240,240,796
795,2,362,362,414,165,405,796
795,3,622,622,1036,910,1315,796
795,4,42,42,1078,3960,5275,796
795,13,2638,2638,3716,2721,7996,796
795,14,173,173,3889,150,8146,796
795,15,763,763,4652,730,8876,796
795,14,884,884,5536,900,9776,796
795,15,662,662,6198,530,10306,796
795,16,2436,2436,8634,1070,11376,796
796,1,238,238,238,923,923,797
796,2,865,865,1103,240,1163,797
796,3,161,161,1264,415,1578,797
796,4,77,77,1341,5160,6738,797
796,13,120,120,1461,1186,7924,797
796,14,1263,1263,2724,240,8164,797
796,15,745,745,3469,760,8924,797
796,16,749,749,4218,7680,16604,797
797,1,110,110,110,129,129,798
797,2,158,158,268,150,279,798
797,3,484,484,752,130,409,798
797,4,20,20,772,4200,4609,798
797,13,390,390,1162,1441,6050,798
797,14,1134,1134,2296,90,6140,798
797,15,925,925,3221,1225,7365,798
797,16,30,30,3251,3780,11145,798
798,1,269,269,269,701,701,799
798,2,689,689,958,270,971,799
798,3,1128,1128,2086,1042,2013,799
798,4,9,9,2095,333,2346,799
798,13,3224,3224,5319,3708,6054,799
798,14,514,514,5833,90,6144,799
798,15,616,616,6449,815,6959,799
798,14,1055,1055,7504,850,7809,799
798,15,241,241,7745,695,8504,799
798,16,12000,12000,19745,3780,12284,799
799,1,1710,1710,1710,1958,1958,800
799,2,504,504,2214,300,2258,800
799,3,861,861,3075,1070,3328,800
799,4,2166,2166,5241,3960,7288,800
799,13,96,96,5337,195,7483,800
799,14,229,229,5566,180,7663,800
799,15,122,122,5688,260,7923,800
799,14,1026,1026,6714,895,8818,800
799,15,187,187,6901,225,9043,800
799,16,965,965,7866,4740,13783,800
800,1,1545,1545,1545,2128,2128,801
800,2,772,772,2317,240,2368,801
800,3,389,389,2706,460,2828,801
800,2,1616,1616,4322,1535,4363,801
800,3,656,656,4978,1005,5368,801
800,4,1626,1626,6604,3960,9328,801
800,13,67,67,6671,852,10180,801
800,14,1137,1137,7808,420,10600,801
800,15,921,921,8729,865,11465,801
800,16,2874,2874,11603,550,12015,801
801,1,144,144,144,261,261,802
801,2,1557,1557,1701,1500,1761,802
801,3,973,973,2674,1000,2761,802
801,2,414,414,3088,385,3146,802
801,3,44,44,3132,215,3361,802
801,4,409,409,3541,5100,8461,802
801,13,53,53,3594,170,8631,802
801,14,177,177,3771,120,8751,802
801,15,208,208,3979,390,9141,802
801,14,1417,1417,5396,1225,10366,802
801,15,673,673,6069,820,11186,802
801,16,275,275,6344,5040,16226,802
802,1,144,144,144,1041,1041,803
802,2,1053,1053,1197,210,1251,803
802,3,153,153,1350,265,1516,803
802,2,610,610,1960,490,2006,803
802,3,713,713,2673,810,2816,803
802,4,1395,1395,4068,5040,7856,803
802,13,260,260,4328,286,8142,803
802,14,161,161,4489,195,8337,803
802,15,692,692,5181,695,9032,803
802,16,257,257,5438,385,9417,803
803,1,122,122,122,327,327,804
803,2,431,431,553,90,417,804
803,3,565,565,1118,1005,1422,804
803,4,228,228,1346,3780,5202,804
803,13,11,11,1357,142,5344,804
803,14,378,378,1735,240,5584,804
803,15,777,777,2512,1035,6619,804
803,16,2,2,2514,3960,10579,804
804,1,69,69,69,720,720,805
804,2,860,860,929,240,960,805
804,3,683,683,1612,810,1770,805
804,4,311,311,1923,3960,5730,805
804,13,1665,1665,3588,1719,7449,805
804,14,275,275,3863,240,7689,805
804,15,626,626,4489,770,8459,805
804,14,264,264,4753,285,8744,805
804,15,6227,6227,10980,1260,10004,805
804,16,1113,1113,12093,3960,13964,805
805,1,77,77,77,71,71,806
805,2,193,193,270,240,311,806
805,3,773,773,1043,1035,1346,806
805,4,627,627,1670,3960,5306,806
805,13,1837,1837,3507,2701,8007,806
805,14,895,895,4402,90,8097,806
805,15,290,290,4692,705,8802,806
805,16,746,746,5438,3780,12582,806
806,1,2848,2848,2848,3243,3243,807
806,2,747,747,3595,420,3663,807
806,3,864,864,4459,850,4513,807
806,4,1096,1096,5555,550,5063,807
806,13,17174,17174,22729,19240,24303,807
806,14,2196,2196,24925,180,24483,807
806,15,736,736,25661,840,25323,807
806,16,5661,5661,31322,6680,32003,807
807,1,114,114,114,356,356,808
807,2,434,434,548,240,596,808
807,3,176,176,724,215,811,808
807,4,83,83,807,4890,5701,808
807,13,884,884,1691,1363,7064,808
807,14,673,673,2364,240,7304,808
807,15,566,566,2930,765,8069,808
807,16,246,246,3176,3960,12029,808
808,1,36983,36983,36983,37994,37994,809
808,2,1058,1058,38041,90,38084,809
808,3,1109,1109,39150,1210,39294,809
808,4,372,372,39522,3780,43074,809
808,13,658,658,40180,957,44031,809
808,14,325,325,40505,90,44121,809
808,15,525,525,41030,845,44966,809
808,16,446,446,41476,3780,48746,809
809,1,706,706,706,1422,1422,810
809,2,846,846,1552,180,1602,810
809,3,87,87,1639,130,1732,810
809,2,545,545,2184,495,2227,810
809,3,703,703,2887,845,3072,810
809,4,1810,1810,4697,5220,8292,810
809,13,3281,3281,7978,3333,11625,810
809,14,241,241,8219,240,11865,810
809,15,748,748,8967,995,12860,810
809,16,44,44,9011,3960,16820,810
810,1,18761,18761,18761,18950,18950,811
810,2,207,207,18968,90,19040,811
810,3,1768,1768,20736,1850,20890,811
810,4,268,268,21004,3840,24730,811
810,13,5413,5413,26417,5657,30387,811
810,14,285,285,26702,90,30477,811
810,15,1464,1464,28166,1935,32412,811
810,16,1268,1268,29434,3780,36192,811
811,1,484,484,484,2500,2500,812
811,2,2047,2047,2531,90,2590,812
811,3,867,867,3398,1225,3815,812
811,4,113,113,3511,3780,7595,812
811,13,708,708,4219,1127,8722,812
811,14,467,467,4686,90,8812,812
811,15,274,274,4960,625,9437,812
811,16,12208,12208,17168,3780,13217,812
812,1,37332,37332,37332,38354,38354,813
812,2,1096,1096,38428,90,38444,813
812,3,1342,1342,39770,1450,39894,813
812,4,146,146,39916,3780,43674,813
812,13,63,63,39979,199,43873,813
812,14,168,168,40147,90,43963,813
812,15,920,920,41067,1330,45293,813
812,16,1696,1696,42763,3780,49073,813
813,1,151,151,151,1157,1157,814
813,2,1126,1126,1277,180,1337,814
813,3,840,840,2117,1055,2392,814
813,4,869,869,2986,6460,8852,814
813,13,220,220,3206,1418,10270,814
813,14,1391,1391,4597,240,10510,814
813,15,194,194,4791,260,10770,814
813,16,7246,7246,12037,5220,15990,814
814,1,136,136,136,500,500,815
814,2,1204,1204,1340,900,1400,815
814,3,450,450,1790,630,2030,815
814,2,1233,1233,3023,1055,3085,815
814,3,1073,1073,4096,1206,4291,815
814,4,202,202,4298,414,4705,815
814,13,494,494,4792,1234,5939,815
814,14,920,920,5712,240,6179,815
814,15,538,538,6250,575,6754,815
814,16,1203,1203,7453,385,7139,815
815,1,7311,7311,7311,7646,7646,816
815,2,577,577,7888,240,7886,816
815,3,796,796,8684,920,8806,816
815,4,752,752,9436,3960,12766,816
815,13,25018,25018,34454,26000,38766,816
815,14,1036,1036,35490,90,38856,816
815,15,511,511,36001,865,39721,816
815,16,74,74,36075,3780,43501,816
816,1,266,266,266,265,265,817
816,2,256,256,522,300,565,817
816,3,587,587,1109,775,1340,817
816,4,249,249,1358,4020,5360,817
816,13,78,78,1436,677,6037,817
816,14,765,765,2201,180,6217,817
816,15,128,128,2329,380,6597,817
816,16,80,80,2409,3960,10557,817
817,1,1617,1617,1617,1818,1818,818
817,2,226,226,1843,90,1908,818
817,3,507,507,2350,905,2813,818
817,4,271,271,2621,3780,6593,818
817,13,1720,1720,4341,2494,9087,818
817,14,836,836,5177,90,9177,818
817,15,151,151,5328,605,9782,818
817,16,10253,10253,15581,3780,13562,818
818,1,59,59,59,117,117,819
818,2,152,152,211,135,252,819
818,3,227,227,438,285,537,819
818,4,2703,2703,3141,5160,5697,819
818,13,18102,18102,21243,18985,24682,819
818,14,1012,1012,22255,180,24862,819
818,15,772,772,23027,885,25747,819
818,16,1669,1669,24696,6680,32427,819
819,1,321,321,321,437,437,820
819,2,241,241,562,150,587,820
819,3,141,141,703,395,982,820
819,4,177,177,880,2880,3862,820
819,13,59,59,939,170,4032,820
819,14,197,197,1136,135,4167,820
819,15,656,656,1792,655,4822,820
819,16,905,905,2697,5400,10222,820
820,1,2960,2960,2960,3360,3360,821
820,2,669,669,3629,300,3660,821
820,3,539,539,4168,1940,5600,821
820,4,1277,1277,5445,2760,8360,821
820,13,34918,34918,40363,35714,44074,821
820,14,836,836,41199,90,44164,821
820,15,1132,1132,42331,1240,45404,821
820,14,495,495,42826,395,45799,821
820,15,577,577,43403,935,46734,821
820,16,118,118,43521,3780,50514,821
821,1,320,320,320,335,335,822
821,2,30,30,350,75,410,822
821,3,1177,1177,1527,765,1175,822
821,2,289,289,1816,620,1795,822
821,3,616,616,2432,645,2440,822
821,2,435,435,2867,520,2960,822
821,3,401,401,3268,500,3460,822
821,4,385,385,3653,355,3815,822
821,13,23452,23452,27105,24691,28506,822
821,14,1264,1264,28369,90,28596,822
821,15,1396,1396,29765,1365,29961,822
821,14,2823,2823,32588,1365,31326,822
821,15,610,610,33198,950,32276,822
821,16,1247,1247,34445,3780,36056,822
822,1,807,807,807,1224,1224,823
822,2,459,459,1266,90,1314,823
822,3,986,986,2252,1225,2539,823
822,4,34732,34732,36984,4505,7044,823
822,13,391,391,37375,583,7627,823
822,14,243,243,37618,90,7717,823
822,15,902,902,38520,1210,8927,823
822,16,3095,3095,41615,3780,12707,823
823,1,812,812,812,883,883,824
823,2,170,170,982,150,1033,824
823,3,122,122,1104,410,1443,824
823,4,65,65,1169,3445,4888,824
823,13,98,98,1267,1145,6033,824
823,14,1077,1077,2344,90,6123,824
823,15,960,960,3304,1210,7333,824
823,16,28,28,3332,3780,11113,824
824,1,604,604,604,1460,1460,825
824,2,1113,1113,1717,300,1760,825
824,3,939,939,2656,805,2565,825
824,4,78520,78520,81176,3960,6525,825
824,13,6031,6031,87207,6040,12565,825
824,14,199,199,87406,240,12805,825
824,15,527,527,87933,740,13545,825
824,14,286,286,88219,50,13595,825
824,15,599,599,88818,935,14530,825
824,16,419,419,89237,3780,18310,825
825,1,151,151,151,777,777,826
825,2,732,732,883,150,927,826
825,3,182,182,1065,140,1067,826
825,2,421,421,1486,470,1537,826
825,3,722,722,2208,720,2257,826
825,4,213,213,2421,4170,6427,826
825,13,3633,3633,6054,3731,10158,826
825,14,139,139,6193,90,10248,826
825,15,1147,1147,7340,815,11063,826
825,14,891,891,8231,1105,12168,826
825,15,1313,1313,9544,1850,14018,826
825,16,2659,2659,12203,3780,17798,826
826,1,215,215,215,199,199,827
826,2,72,72,287,150,349,827
826,3,146,146,433,720,1069,827
826,4,1023,1023,1456,2760,3829,827
826,13,199,199,1655,207,4036,827
826,14,103,103,1758,150,4186,827
826,15,125,125,1883,140,4326,827
826,14,944,944,2827,900,5226,827
826,15,327,327,3154,650,5876,827
826,16,10582,10582,13736,4230,10106,827
827,1,39,39,39,64,64,828
827,2,106,106,145,135,199,828
827,3,147,147,292,285,484,828
827,4,10333,10333,10625,5160,5644,828
827,13,374,374,10999,750,6394,828
827,14,489,489,11488,180,6574,828
827,15,222,222,11710,205,6779,828
827,16,139,139,11849,2850,9629,828
828,1,190,190,190,370,370,829
828,2,381,381,571,270,640,829
828,3,744,744,1315,735,1375,829
828,2,1201,1201,2516,1090,2465,829
828,3,613,613,3129,690,3155,829
828,2,11,11,3140,90,3245,829
828,3,870,870,4010,660,3905,829
828,4,1235,1235,5245,3780,7685,829
828,13,1050,1050,6295,1102,8787,829
828,14,207,207,6502,210,8997,829
828,15,251,251,6753,260,9257,829
828,14,1089,1089,7842,1075,10332,829
828,15,633,633,8475,685,11017,829
828,16,1305,1305,9780,5760,16777,829
829,1,105,105,105,265,265,830
829,2,278,278,383,90,355,830
829,3,723,723,1106,1010,1365,830
829,4,2778,2778,3884,3780,5145,830
829,13,443,443,4327,1314,6459,830
829,14,1067,1067,5394,240,6699,830
829,15,491,491,5885,809,7508,830
829,16,199,199,6084,3840,11348,830
830,1,396,396,396,984,984,831
830,2,678,678,1074,150,1134,831
830,3,77,77,1151,50,1184,831
830,2,751,751,1902,775,1959,831
830,3,739,739,2641,820,2779,831
830,4,4344,4344,6985,5040,7819,831
830,13,1816,1816,8801,2174,9993,831
830,14,552,552,9353,240,10233,831
830,15,872,872,10225,976,11209,831
830,14,421,421,10646,375,11584,831
830,15,755,755,11401,1080,12664,831
830,16,6064,6064,17465,3960,16624,831
831,1,103,103,103,1126,1126,832
831,2,1200,1200,1303,240,1366,832
831,3,807,807,2110,930,2296,832
831,4,1026,1026,3136,6990,9286,832
831,13,11858,11858,14994,11757,21043,832
831,14,366,366,15360,90,21133,832
831,15,1638,1638,16998,1885,23018,832
831,16,124,124,17122,3780,26798,832
832,1,223,223,223,220,220,833
832,2,73,73,296,135,355,833
832,3,216,216,512,285,640,833
832,4,268,268,780,5160,5800,833
832,13,643,643,1423,1754,7554,833
832,14,1933,1933,3356,90,7644,833
832,15,1126,1126,4482,1240,8884,833
832,16,49,49,4531,3780,12664,833
833,1,45,45,45,92,92,834
833,2,224,224,269,240,332,834
833,3,811,811,1080,985,1317,834
833,2,798,798,1878,615,1932,834
833,3,223,223,2101,255,2187,834
833,4,132,132,2233,5160,7347,834
833,13,1076,1076,3309,1015,8362,834
833,14,35,35,3344,150,8512,834
833,15,3369,3369,6713,405,8917,834
833,16,5608,5608,12321,2880,11797,834
834,1,1154,1154,1154,1419,1419,835
834,2,458,458,1612,240,1659,835
834,3,658,658,2270,820,2479,835
834,4,271,271,2541,9700,12179,835
834,13,213,213,2754,1094,13273,835
834,14,1001,1001,3755,180,13453,835
834,15,810,810,4565,1050,14503,835
834,14,938,938,5503,700,15203,835
834,15,139,139,5642,240,15443,835
834,16,7,7,5649,5040,20483,835
835,1,192,192,192,687,687,836
835,2,596,596,788,150,837,836
835,3,151,151,939,145,982,836
835,4,581,581,1520,4200,5182,836
835,13,376,376,1896,1157,6339,836
835,14,982,982,2878,240,6579,836
835,15,652,652,3530,895,7474,836
835,16,79,79,3609,3960,11434,836
836,1,262,262,262,527,527,837
836,2,300,300,562,90,617,837
836,3,1003,1003,1565,1270,1887,837
836,4,157,157,1722,3780,5667,837
836,13,95,95,1817,135,5802,837
836,14,129,129,1946,150,5952,837
836,15,124,124,2070,100,6052,837
836,16,13,13,2083,2880,8932,837
837,1,2065,2065,2065,2215,2215,838
837,2,191,191,2256,90,2305,838
837,3,527,527,2783,790,3095,838
837,2,951,951,3734,325,3420,838
837,3,1407,1407,5141,1885,5305,838
837,4,1032,1032,6173,3780,9085,838
837,13,80,80,6253,80,9165,838
837,14,311,311,6564,300,9465,838
837,15,597,597,7161,2185,11650,838
837,16,175,175,7336,2760,14410,838
838,1,166,166,166,190,190,839
838,2,114,114,280,150,340,839
838,3,81,81,361,80,420,839
838,4,75,75,436,2880,3300,839
838,13,167,167,603,788,4088,839
838,14,736,736,1339,150,4238,839
838,15,237,237,1576,125,4363,839
838,14,1750,1750,3326,1870,6233,839
838,15,164,164,3490,125,6358,839
838,16,1140,1140,4630,4230,10588,839
839,1,79,79,79,139,139,840
839,2,536,536,615,90,229,840
839,3,618,618,1233,1010,1239,840
839,4,95,95,1328,3780,5019,840
839,13,40,40,1368,109,5128,840
839,14,184,184,1552,150,5278,840
839,15,224,224,1776,475,5753,840
839,16,18,18,1794,3960,9713,840
840,1,14878,14878,14878,14919,14919,841
840,2,298,298,15176,300,15219,841
840,3,613,613,15789,740,15959,841
840,4,35,35,15824,1560,17519,841
840,13,1365,1365,17189,1350,18869,841
840,14,252,252,17441,300,19169,841
840,15,723,723,18164,835,20004,841
840,16,3241,3241,21405,1140,21144,841
841,1,75,75,75,78,78,842
841,2,83,83,158,135,213,842
841,3,126,126,284,385,598,842
841,4,44,44,328,9245,9843,842
841,13,423,423,751,357,10200,842
841,14,129,129,880,240,10440,842
841,15,134,134,1014,380,10820,842
841,14,713,713,1727,460,11280,842
841,15,534,534,2261,790,12070,842
841,16,4324,4324,6585,4020,16090,842
842,1,252,252,252,973,973,843
842,2,813,813,1065,150,1123,843
842,3,158,158,1223,395,1518,843
842,2,525,525,1748,280,1798,843
842,3,580,580,2328,655,2453,843
842,4,425,425,2753,4230,6683,843
842,13,1467,1467,4220,1535,8218,843
842,14,152,152,4372,90,8308,843
842,15,530,530,4902,860,9168,843
842,16,75,75,4977,3780,12948,843
843,1,202,202,202,270,270,844
843,2,283,283,485,240,510,844
843,3,876,876,1361,725,1235,844
843,4,2530,2530,3891,3960,5195,844
843,13,2105,2105,5996,3112,8307,844
843,14,1204,1204,7200,240,8547,844
843,15,1037,1037,8237,1220,9767,844
843,16,15452,15452,23689,3960,13727,844
844,1,177,177,177,362,362,845
844,2,340,340,517,210,572,845
844,3,128,128,645,255,827,845
844,2,1520,1520,2165,1390,2217,845
844,3,717,717,2882,850,3067,845
844,4,506,506,3388,5220,8287,845
844,13,6991,6991,10379,7197,15484,845
844,14,428,428,10807,240,15724,845
844,15,713,713,11520,995,16719,845
844,14,355,355,11875,130,16849,845
844,15,1197,1197,13072,1620,18469,845
844,16,1520,1520,14592,3960,22429,845
845,1,1497,1497,1497,2412,2412,846
845,2,940,940,2437,90,2502,846
845,3,684,684,3121,880,3382,846
845,2,308,308,3429,110,3492,846
845,3,1596,1596,5025,2315,5807,846
845,4,4060,4060,9085,3420,9227,846
845,13,337,337,9422,587,9814,846
845,14,375,375,9797,180,9994,846
845,15,610,610,10407,670,10664,846
845,14,540,540,10947,525,11189,846
845,15,2486,2486,13433,2820,14009,846
845,16,1694,1694,15127,3960,17969,846
846,1,20,20,20,120,120,847
846,2,340,340,360,300,420,847
846,3,939,939,1299,900,1320,847
846,2,531,531,1830,580,1900,847
846,3,554,554,2384,735,2635,847
846,4,26,26,2410,5315,7950,847
846,13,17,17,2427,353,8303,847
846,14,414,414,2841,135,8438,847
846,15,186,186,3027,295,8733,847
846,16,21,21,3048,5100,13833,847
847,1,2409,2409,2409,2557,2557,848
847,2,178,178,2587,90,2647,848
847,3,523,523,3110,820,3467,848
847,4,355,355,3465,3780,7247,848
847,13,565,565,4030,1252,8499,848
847,14,734,734,4764,90,8589,848
847,15,1005,1005,5769,1285,9874,848
847,16,2301,2301,8070,3780,13654,848
848,1,22,22,22,35,35,849
848,2,126,126,148,135,170,849
848,3,286,286,434,290,460,849
848,4,211,211,645,5160,5620,849
848,13,1297,1297,1942,1717,7337,849
848,14,546,546,2488,180,7517,849
848,15,888,888,3376,885,8402,849
