CaseID,ActivityID,Duration,TimeSinceLastEvent,Timestamp
1041,14,831,831,9971
1041,15,1314,1314,11285
1041,16,1710,1710,12995
1042,5,445,445,445
1042,6,967,967,1412
1042,1,1511,99,1511
1042,9,2209,698,2209
1042,7,1048,251,2460
1042,8,45,45,2505
1042,10,347,51,2556
1042,2,1088,43,2599
1042,11,985,942,3541
1042,3,943,1,3542
1042,4,31,31,3573
1042,12,1740,1708,5281
1042,13,1871,1871,7152
1042,14,426,426,7578
1042,15,869,869,8447
1042,16,882,882,9329
1043,1,56,56,56
1043,2,357,357,413
1043,3,290,290,703
1043,4,5082,5082,5785
1043,13,1502,1502,7287
1043,14,1076,1076,8363
1043,15,1192,1192,9555
1043,14,406,406,9961
1043,15,182,182,10143
1043,16,661,661,10804
1044,5,25,25,25
1044,1,98,73,98
1044,2,433,433,531
1044,6,735,229,760
1044,7,91,91,851
1044,8,36,36,887
1044,3,672,316,1203
1044,4,1023,1023,2226
1044,13,69,69,2295
1044,14,1436,1436,3731
1044,15,622,622,4353
1044,16,9845,9845,14198
1045,1,63,63,63
1045,2,202,202,265
1045,3,166,166,431
1045,4,892,892,1323
1045,5,4174,2851,4174
1045,6,239,239,4413
1045,7,92,92,4505
1045,8,1039,1039,5544
1045,13,32,32,5576
1045,14,187,187,5763
1045,15,200,200,5963
1045,16,108,108,6071
1046,5,74,74,74
1046,9,76,2,76
1046,1,173,97,173
1046,10,197,100,273
1046,11,175,175,448
1046,2,1111,836,1284
1046,3,836,836,2120
1046,4,872,872,2992
1046,6,3312,394,3386
1046,7,570,570,3956
1046,8,47,47,4003
1046,12,3782,227,4230
1046,13,81,81,4311
1046,14,390,390,4701
1046,15,239,239,4940
1046,16,5378,5378,10318
1047,5,266,266,266
1047,1,446,180,446
1047,2,157,157,603
1047,6,577,240,843
1047,7,224,224,1067
1047,3,482,18,1085
1047,4,205,205,1290
1047,9,3323,2033,3323
1047,10,1220,1220,4543
1047,11,632,632,5175
1047,8,6182,2074,7249
1047,12,2761,687,7936
1047,13,549,549,8485
1047,14,205,205,8690
1047,15,176,176,8866
1047,16,19,19,8885
1048,1,3297,3297,3297
1048,2,378,378,3675
1048,3,1146,1146,4821
1048,4,2992,2992,7813
1048,13,294,294,8107
1048,14,1428,1428,9535
1048,15,1374,1374,10909
1048,16,454,454,11363
1049,1,344,344,344
1049,2,273,273,617
1049,3,990,990,1607
1049,4,57,57,1664
1049,13,64,64,1728
1049,14,180,180,1908
1049,15,201,201,2109
1049,16,615,615,2724
1050,1,35,35,35
1050,9,88,53,88
1050,2,176,123,211
1050,10,820,697,908
1050,11,149,149,1057
1050,5,1060,3,1060
1050,6,738,738,1798
1050,10,759,18,1816
1050,11,769,769,2585
1050,3,2469,95,2680
1050,12,98,3,2683
1050,7,1542,657,3340
1050,2,728,68,3408
1050,8,290,222,3630
1050,3,798,576,4206
1050,4,1523,1523,5729
1050,13,3919,3919,9648
1050,14,859,859,10507
1050,15,143,143,10650
1050,16,2991,2991,13641
1051,9,18,18,18
1051,1,22,4,22
1051,5,88,66,88
1051,10,170,100,188
1051,6,140,40,228
1051,2,226,20,248
1051,7,179,159,407
1051,3,272,113,520
1051,11,686,354,874
1051,12,1,1,875
1051,4,710,355,1230
1051,8,4259,3436,4666
1051,13,290,290,4956
1051,14,192,192,5148
1051,15,96,96,5244
1051,16,782,782,6026
1052,5,627,627,627
1052,6,118,118,745
1052,1,1090,345,1090
1052,2,208,208,1298
1052,7,576,23,1321
1052,6,180,180,1501
1052,3,527,324,1825
1052,7,537,213,2038
1052,4,1102,889,2927
1052,8,3438,2549,5476
1052,13,43,43,5519
1052,14,751,751,6270
1052,15,1479,1479,7749
1052,16,32,32,7781
1053,1,1489,1489,1489
1053,2,387,387,1876
1053,3,1459,1459,3335
1053,4,22,22,3357
1053,13,2396,2396,5753
1053,14,2493,2493,8246
1053,15,194,194,8440
1053,16,3153,3153,11593
1054,5,388,388,388
1054,6,1060,1060,1448
1054,7,797,797,2245
1054,8,427,427,2672
1054,1,5248,2576,5248
1054,2,943,943,6191
1054,3,674,674,6865
1054,4,2076,2076,8941
1054,13,248,248,9189
1054,14,1056,1056,10245
1054,15,770,770,11015
1054,16,5152,5152,16167
1055,5,20,20,20
1055,9,35,15,35
1055,1,51,16,51
1055,6,115,84,135
1055,10,124,24,159
1055,7,227,203,362
1055,11,222,19,381
1055,12,126,126,507
1055,8,170,25,532
1055,2,895,414,946
1055,3,221,221,1167
1055,4,5821,5821,6988
1055,13,122,122,7110
1055,14,355,355,7465
1055,15,704,704,8169
1055,16,29,29,8198
1056,1,32,32,32
1056,2,123,123,155
1056,5,291,136,291
1056,3,143,7,298
1056,9,539,241,539
1056,10,927,927,1466
1056,6,1276,101,1567
1056,2,1336,67,1634
1056,11,395,227,1861
1056,7,813,519,2380
1056,8,33,33,2413
1056,3,794,15,2428
1056,4,1,1,2429
1056,10,1098,530,2959
1056,11,177,177,3136
1056,12,410,410,3546
1056,13,1030,1030,4576
1056,14,282,282,4858
1056,15,840,840,5698
1056,16,1935,1935,7633
1057,5,544,544,544
1057,6,815,815,1359
1057,7,1092,1092,2451
1057,1,3642,1191,3642
1057,2,191,191,3833
1057,3,461,461,4294
1057,8,1934,91,4385
1057,4,1343,1252,5637
1057,13,1568,1568,7205
1057,14,660,660,7865
1057,15,922,922,8787
1057,14,3029,3029,11816
1057,15,577,577,12393
1057,16,1423,1423,13816
1058,1,42,42,42
1058,5,53,11,53
1058,6,1806,1806,1859
1058,7,636,636,2495
1058,8,1315,1315,3810
1058,2,4605,837,4647
1058,3,858,858,5505
1058,4,1056,1056,6561
1058,13,1497,1497,8058
1058,14,1255,1255,9313
1058,15,827,827,10140
1058,14,1819,1819,11959
1058,15,339,339,12298
1058,16,1459,1459,13757
1059,1,232,232,232
1059,5,344,112,344
1059,6,1022,1022,1366
1059,2,1282,148,1514
1059,7,1043,895,2409
1059,8,5,5,2414
1059,3,996,96,2510
1059,4,55,55,2565
1059,13,564,564,3129
1059,14,694,694,3823
1059,15,598,598,4421
1059,16,554,554,4975
1060,1,362,362,362
1060,2,837,837,1199
1060,3,162,162,1361
1060,2,285,285,1646
1060,3,599,599,2245
1060,4,4160,4160,6405
1060,13,355,355,6760
1060,14,206,206,6966
1060,15,234,234,7200
1060,14,971,971,8171
1060,15,320,320,8491
1060,16,9,9,8500
1061,1,144,144,144
1061,2,218,218,362
1061,3,720,720,1082
1061,4,886,886,1968
1061,13,82,82,2050
1061,14,1569,1569,3619
1061,15,714,714,4333
1061,16,6598,6598,10931
1062,1,568,568,568
1062,9,582,14,582
1062,10,783,783,1365
1062,11,204,204,1569
1062,2,1133,132,1701
1062,3,678,678,2379
1062,4,1501,1501,3880
1062,5,6257,2377,6257
1062,12,5653,965,7222
1062,6,1879,914,8136
1062,7,1266,1266,9402
1062,6,2326,2326,11728
1062,7,496,496,12224
1062,8,2097,2097,14321
1062,13,240,240,14561
1062,14,178,178,14739
1062,15,672,672,15411
1062,16,1356,1356,16767
1063,9,83,83,83
1063,10,723,723,806
1063,11,170,170,976
1063,10,688,688,1664
1063,11,132,132,1796
1063,1,2268,472,2268
1063,2,211,211,2479
1063,3,103,103,2582
1063,12,802,16,2598
1063,5,5598,3000,5598
1063,6,781,781,6379
1063,4,4300,503,6882
1063,7,775,272,7154
1063,6,859,859,8013
1063,7,2738,2738,10751
1063,8,1460,1460,12211
1063,13,1043,1043,13254
1063,14,47,47,13301
1063,15,175,175,13476
1063,16,580,580,14056
1064,5,543,543,543
1064,1,935,392,935
1064,2,556,556,1491
1064,3,744,744,2235
1064,6,1923,231,2466
1064,7,869,869,3335
1064,8,433,433,3768
1064,4,21847,20314,24082
1064,13,441,441,24523
1064,14,974,974,25497
1064,15,505,505,26002
1064,14,1822,1822,27824
1064,15,1110,1110,28934
1064,16,3969,3969,32903
1065,9,84,84,84
1065,10,90,90,174
1065,1,300,126,300
1065,11,175,49,349
1065,2,441,392,741
1065,3,135,135,876
1065,4,63,63,939
1065,5,1646,707,1646
1065,6,588,588,2234
1065,7,137,137,2371
1065,8,83,83,2454
1065,12,3876,1771,4225
1065,13,179,179,4404
1065,14,1213,1213,5617
1065,15,739,739,6356
1065,16,119,119,6475
1066,9,459,459,459
1066,10,313,313,772
1066,1,866,94,866
1066,11,454,360,1226
1066,5,1365,139,1365
1066,10,699,560,1925
1066,11,722,722,2647
1066,12,34,34,2681
1066,6,1663,347,3028
1066,7,900,900,3928
1066,6,763,763,4691
1066,7,800,800,5491
1066,8,744,744,6235
1066,2,6926,1557,7792
1066,3,842,842,8634
1066,2,1620,1620,10254
1066,3,738,738,10992
1066,4,835,835,11827
1066,13,8582,8582,20409
1066,14,112,112,20521
1066,15,698,698,21219
1066,16,534,534,21753
1067,5,48,48,48
1067,1,80,32,80
1067,2,86,86,166
1067,6,240,122,288
1067,3,202,80,368
1067,7,220,140,508
1067,4,861,721,1229
1067,8,840,119,1348
1067,13,83,83,1431
1067,14,132,132,1563
1067,15,210,210,1773
1067,16,114,114,1887
1068,1,19,19,19
1068,2,2738,2738,2757
1068,3,1712,1712,4469
1068,4,8340,8340,12809
1068,13,1131,1131,13940
1068,14,220,220,14160
1068,15,144,144,14304
1068,16,1869,1869,16173
1069,9,237,237,237
1069,5,400,163,400
1069,1,1071,671,1071
1069,10,908,74,1145
1069,11,164,164,1309
1069,12,15,15,1324
1069,2,594,341,1665
1069,6,1300,35,1700
1069,7,623,623,2323
1069,3,685,27,2350
1069,4,78,78,2428
1069,8,996,891,3319
1069,13,240,240,3559
1069,14,614,614,4173
1069,15,213,213,4386
1069,16,73,73,4459
1070,1,383,383,383
1070,2,569,569,952
1070,3,213,213,1165
1070,4,1335,1335,2500
1070,13,50,50,2550
1070,14,260,260,2810
1070,15,219,219,3029
1070,16,772,772,3801
1071,1,61,61,61
1071,9,729,668,729
1071,10,503,503,1232
1071,5,1277,45,1277
1071,2,1221,5,1282
1071,6,232,227,1509
1071,11,393,116,1625
1071,7,572,456,2081
1071,3,890,91,2172
1071,4,90,90,2262
1071,6,545,364,2626
1071,12,1054,53,2679
1071,7,689,636,3315
1071,8,1162,1162,4477
1071,13,1994,1994,6471
1071,14,202,202,6673
1071,15,589,589,7262
1071,16,75,75,7337
1072,1,28,28,28
1072,5,133,105,133
1072,2,276,171,304
1072,9,1108,804,1108
1072,10,112,112,1220
1072,3,925,9,1229
1072,6,1145,49,1278
1072,11,180,122,1400
1072,7,865,743,2143
1072,8,64,64,2207
1072,12,876,69,2276
1072,4,3519,2472,4748
1072,13,31,31,4779
1072,14,172,172,4951
1072,15,234,234,5185
1072,16,1029,1029,6214
1073,1,29,29,29
1073,2,1358,1358,1387
1073,3,845,845,2232
1073,4,1604,1604,3836
1073,13,766,766,4602
1073,14,797,797,5399
1073,15,791,791,6190
1073,16,1184,1184,7374
1074,1,3689,3689,3689
1074,2,160,160,3849
1074,3,445,445,4294
1074,2,1229,1229,5523
1074,3,1341,1341,6864
1074,4,1403,1403,8267
1074,13,191,191,8458
1074,14,1647,1647,10105
1074,15,733,733,10838
1074,16,1284,1284,12122
1075,1,108,108,108
1075,2,166,166,274
1075,3,160,160,434
1075,5,462,28,462
1075,6,571,571,1033
1075,2,858,259,1292
1075,3,346,346,1638
1075,7,2924,2319,3957
1075,4,3368,1049,5006
1075,8,2652,1603,6609
1075,13,1428,1428,8037
1075,14,1639,1639,9676
1075,15,809,809,10485
1075,16,4832,4832,15317
1076,1,129,129,129
1076,5,165,36,165
1076,6,259,259,424
1076,7,724,724,1148
1076,8,946,946,2094
1076,2,2975,1010,3104
1076,3,763,763,3867
1076,4,812,812,4679
1076,13,102,102,4781
1076,14,127,127,4908
1076,15,207,207,5115
1076,16,30,30,5145
1077,5,20,20,20
1077,6,234,234,254
1077,7,1028,1028,1282
1077,8,257,257,1539
1077,1,2061,522,2061
1077,2,2311,2311,4372
1077,3,792,792,5164
1077,2,1070,1070,6234
1077,3,1445,1445,7679
1077,4,1496,1496,9175
1077,13,20,20,9195
1077,14,678,678,9873
1077,15,200,200,10073
1077,14,261,261,10334
1077,15,483,483,10817
1077,16,1181,1181,11998
1078,5,238,238,238
1078,9,513,275,513
1078,1,803,290,803
1078,2,516,516,1319
1078,6,1625,544,1863
1078,3,875,331,2194
1078,7,916,585,2779
1078,8,416,416,3195
1078,4,1862,861,4056
1078,10,3572,29,4085
1078,11,1169,1169,5254
1078,12,2626,2626,7880
1078,13,11194,11194,19074
1078,14,727,727,19801
1078,15,1283,1283,21084
1078,14,217,217,21301
1078,15,578,578,21879
1078,16,44387,44387,66266
1079,1,332,332,332
1079,2,914,914,1246
1079,3,1235,1235,2481
1079,4,1784,1784,4265
1079,13,545,545,4810
1079,14,745,745,5555
1079,15,413,413,5968
1079,16,1938,1938,7906
1080,9,42,42,42
1080,1,149,107,149
1080,2,446,446,595
1080,10,1256,703,1298
1080,3,976,273,1571
1080,5,1620,49,1620
1080,2,608,559,2179
1080,11,921,40,2219
1080,3,420,380,2599
1080,10,510,130,2729
1080,4,138,8,2737
1080,11,131,123,2860
1080,6,1531,291,3151
1080,7,685,685,3836
1080,12,1366,390,4226
1080,8,903,513,4739
1080,13,36026,36026,40765
1080,14,652,652,41417
1080,15,1240,1240,42657
1080,14,1009,1009,43666
1080,15,725,725,44391
1080,16,160,160,44551
1081,1,93,93,93
1081,9,160,67,160
1081,5,268,108,268
1081,6,200,200,468
1081,7,183,183,651
1081,6,131,131,782
1081,7,594,594,1376
1081,10,1378,162,1538
1081,8,168,6,1544
1081,2,1514,63,1607
1081,11,716,647,2254
1081,3,683,36,2290
1081,4,2320,2320,4610
1081,12,4121,1765,6375
1081,13,1222,1222,7597
1081,14,491,491,8088
1081,15,869,869,8957
1081,14,224,224,9181
1081,15,958,958,10139
1081,16,460,460,10599
1082,5,8578,8578,8578
1082,6,169,169,8747
1082,1,8999,252,8999
1082,7,759,507,9506
1082,8,462,462,9968
1082,2,1756,787,10755
1082,3,725,725,11480
1082,4,73,73,11553
1082,13,439,439,11992
1082,14,652,652,12644
1082,15,1176,1176,13820
1082,14,436,436,14256
1082,15,158,158,14414
1082,16,4412,4412,18826
1083,1,107,107,107
1083,2,90,90,197
1083,3,174,174,371
1083,4,1128,1128,1499
1083,13,216,216,1715
1083,14,141,141,1856
1083,15,99,99,1955
1083,16,914,914,2869
1084,5,84,84,84
1084,1,165,81,165
1084,6,100,19,184
1084,7,164,164,348
1084,2,1017,834,1182
1084,8,893,59,1241
1084,3,930,871,2112
1084,4,791,791,2903
1084,13,337,337,3240
1084,14,1025,1025,4265
1084,15,1018,1018,5283
1084,14,630,630,5913
1084,15,743,743,6656
1084,16,1272,1272,7928
1085,1,170,170,170
1085,2,688,688,858
1085,3,141,141,999
1085,4,4256,4256,5255
1085,13,236,236,5491
1085,14,841,841,6332
1085,15,211,211,6543
1085,16,4621,4621,11164
1086,1,54,54,54
1086,9,117,63,117
1086,5,337,220,337
1086,2,332,49,386
1086,10,279,10,396
1086,3,109,99,495
1086,11,133,34,529
1086,4,38,4,533
1086,12,241,237,770
1086,6,1090,657,1427
1086,7,1209,1209,2636
1086,6,2431,2431,5067
1086,7,1546,1546,6613
1086,8,1129,1129,7742
1086,13,110,110,7852
1086,14,194,194,8046
1086,15,106,106,8152
1086,14,282,282,8434
1086,15,100,100,8534
1086,16,7785,7785,16319
1087,1,160,160,160
1087,5,175,15,175
1087,2,115,100,275
1087,9,330,55,330
1087,3,146,91,421
1087,10,203,112,533
1087,11,304,304,837
1087,4,766,350,1187
1087,6,1066,54,1241
1087,10,406,2,1243
1087,11,94,94,1337
1087,7,223,127,1464
1087,12,319,192,1656
1087,6,1224,1032,2688
1087,7,106,106,2794
1087,8,113,113,2907
1087,13,101,101,3008
1087,14,114,114,3122
1087,15,140,140,3262
1087,14,764,764,4026
1087,15,626,626,4652
1087,16,105,105,4757
1088,9,209,209,209
1088,10,258,258,467
1088,5,727,260,727
1088,11,524,264,991
1088,6,524,260,1251
1088,7,135,135,1386
1088,8,232,232,1618
1088,12,1330,703,2321
1088,1,6063,3742,6063
1088,2,342,342,6405
1088,3,332,332,6737
1088,4,1157,1157,7894
1088,13,825,825,8719
1088,14,756,756,9475
1088,15,1157,1157,10632
1088,16,1311,1311,11943
1089,1,27,27,27
1089,9,76,49,76
1089,2,170,121,197
1089,5,248,51,248
1089,3,135,84,332
1089,6,365,281,613
1089,7,950,950,1563
1089,10,1835,348,1911
1089,8,712,364,2275
1089,11,1101,737,3012
1089,12,7,7,3019
1089,4,3746,1059,4078
1089,13,50,50,4128
1089,14,169,169,4297
1089,15,225,225,4522
1089,16,503,503,5025
1090,1,136,136,136
1090,9,191,55,191
1090,2,140,85,276
1090,10,118,33,309
1090,11,145,145,454
1090,5,461,7,461
1090,6,88,88,549
1090,3,580,307,856
1090,12,641,239,1095
1090,7,558,12,1107
1090,8,60,60,1167
1090,4,1636,1325,2492
1090,13,48,48,2540
1090,14,270,270,2810
1090,15,262,262,3072
1090,16,158,158,3230
1091,1,408,408,408
1091,2,1547,1547,1955
1091,3,862,862,2817
1091,2,1036,1036,3853
1091,3,176,176,4029
1091,4,70,70,4099
1091,13,407,407,4506
1091,14,215,215,4721
1091,15,2330,2330,7051
1091,14,352,352,7403
1091,15,978,978,8381
1091,16,12980,12980,21361
1092,5,178,178,178
1092,9,1432,1254,1432
1092,6,1480,226,1658
1092,1,1779,121,1779
1092,7,551,430,2209
1092,8,3,3,2212
1092,10,1384,604,2816
1092,2,1438,401,3217
1092,3,179,179,3396
1092,11,683,103,3499
1092,12,3,3,3502
1092,2,933,827,4329
1092,3,493,493,4822
1092,4,8,8,4830
1092,13,670,670,5500
1092,14,499,499,5999
1092,15,445,445,6444
1092,14,1431,1431,7875
1092,15,2566,2566,10441
1092,16,92,92,10533
1093,1,10,10,10
1093,2,616,616,626
1093,5,935,309,935
1093,9,1050,115,1050
1093,3,624,200,1250
1093,6,412,97,1347
1093,4,104,7,1354
1093,10,641,337,1691
1093,7,921,577,2268
1093,11,577,0,2268
1093,12,82,82,2350
1093,8,1007,925,3275
1093,13,144,144,3419
1093,14,106,106,3525
1093,15,125,125,3650
1093,16,256,256,3906
1094,1,216,216,216
1094,5,467,251,467
1094,2,269,18,485
1094,3,678,678,1163
1094,4,185,185,1348
1094,6,946,65,1413
1094,7,829,829,2242
1094,6,582,582,2824
1094,7,406,406,3230
1094,8,209,209,3439
1094,13,520,520,3959
1094,14,327,327,4286
1094,15,806,806,5092
1094,14,920,920,6012
1094,15,560,560,6572
1094,16,31411,31411,37983
1095,5,5,5,5
1095,1,12,7,12
1095,2,354,354,366
1095,6,373,12,378
1095,3,485,473,851
1095,7,621,148,999
1095,2,274,126,1125
1095,3,209,209,1334
1095,4,1148,1148,2482
1095,6,2948,1465,3947
1095,7,3211,3211,7158
1095,8,753,753,7911
1095,13,337,337,8248
1095,14,849,849,9097
1095,15,244,244,9341
1095,14,333,333,9674
1095,15,717,717,10391
1095,16,665,665,11056
1096,5,45,45,45
1096,6,198,198,243
1096,1,347,104,347
1096,9,408,61,408
1096,7,189,24,432
1096,2,109,24,456
1096,10,179,131,587
1096,11,152,152,739
1096,12,46,46,785
1096,8,464,111,896
1096,3,895,455,1351
1096,4,170,170,1521
1096,13,199,199,1720
1096,14,1048,1048,2768
1096,15,945,945,3713
1096,16,6,6,3719
1097,1,152,152,152
1097,2,1244,1244,1396
1097,3,744,744,2140
1097,4,1286,1286,3426
1097,13,4130,4130,7556
1097,14,414,414,7970
1097,15,707,707,8677
1097,14,276,276,8953
1097,15,798,798,9751
1097,16,408,408,10159
1098,9,1030,1030,1030
1098,10,218,218,1248
1098,11,175,175,1423
1098,1,1696,273,1696
1098,2,241,241,1937
1098,3,919,919,2856
1098,12,1733,300,3156
1098,5,4492,1336,4492
1098,6,208,208,4700
1098,2,2225,381,5081
1098,7,895,514,5595
1098,3,927,413,6008
1098,4,437,437,6445
1098,6,2653,1803,8248
1098,7,1456,1456,9704
1098,8,975,975,10679
1098,13,380,380,11059
1098,14,448,448,11507
1098,15,711,711,12218
1098,16,18259,18259,30477
1099,1,27,27,27
1099,5,35,8,35
1099,2,358,350,385
1099,6,360,10,395
1099,3,190,180,575
1099,7,231,51,626
1099,4,1205,1154,1780
1099,8,2447,1293,3073
1099,13,5447,5447,8520
1099,14,547,547,9067
1099,15,888,888,9955
1099,14,416,416,10371
1099,15,519,519,10890
1099,16,3299,3299,14189
1100,9,2,2,2
1100,5,39,37,39
1100,1,579,540,579
1100,10,598,21,600
1100,2,590,569,1169
1100,6,1211,81,1250
1100,11,671,21,1271
1100,3,137,35,1306
1100,12,331,296,1602
1100,7,806,454,2056
1100,2,1516,766,2822
1100,8,1048,282,3104
1100,3,623,341,3445
1100,4,270,270,3715
1100,13,3087,3087,6802
1100,14,182,182,6984
1100,15,984,984,7968
1100,16,466,466,8434
1101,1,29,29,29
1101,5,60,31,60
1101,2,257,226,286
1101,6,278,52,338
1101,3,162,110,448
1101,4,158,158,606
1101,7,615,347,953
1101,8,96,96,1049
1101,13,737,737,1786
1101,14,2340,2340,4126
1101,15,884,884,5010
1101,14,1912,1912,6922
1101,15,654,654,7576
1101,16,147,147,7723
1102,5,119,119,119
1102,1,267,148,267
1102,2,231,231,498
1102,3,596,596,1094
1102,4,83,83,1177
1102,6,1230,172,1349
1102,7,1048,1048,2397
1102,8,42,42,2439
1102,13,86,86,2525
1102,14,106,106,2631
1102,15,240,240,2871
1102,16,91,91,2962
1103,1,115,115,115
1103,5,231,116,231
1103,2,188,72,303
1103,3,482,482,785
1103,4,157,157,942
1103,6,973,262,1204
1103,7,812,812,2016
1103,8,892,892,2908
1103,13,124,124,3032
1103,14,154,154,3186
1103,15,197,197,3383
1103,16,656,656,4039
1104,5,121,121,121
1104,6,1162,1162,1283
1104,7,870,870,2153
1104,8,60,60,2213
1104,1,5740,3527,5740
1104,2,244,244,5984
1104,3,801,801,6785
1104,4,974,974,7759
1104,9,14445,6686,14445
1104,10,248,248,14693
1104,11,913,913,15606
1104,12,563,563,16169
1104,13,2107,2107,18276
1104,14,204,204,18480
1104,15,436,436,18916
1104,14,585,585,19501
1104,15,952,952,20453
1104,16,1010,1010,21463
1105,1,636,636,636
1105,2,791,791,1427
1105,3,957,957,2384
1105,2,635,635,3019
1105,3,507,507,3526
1105,4,16440,16440,19966
1105,13,1061,1061,21027
1105,14,411,411,21438
1105,15,484,484,21922
1105,14,1147,1147,23069
1105,15,487,487,23556
1105,16,711,711,24267
1106,5,50,50,50
1106,6,149,149,199
1106,7,714,714,913
1106,8,3204,3204,4117
1106,1,14845,10728,14845
1106,2,309,309,15154
1106,3,543,543,15697
1106,4,167,167,15864
1106,13,37,37,15901
1106,14,462,462,16363
1106,15,1014,1014,17377
1106,14,253,253,17630
1106,15,629,629,18259
1106,16,446,446,18705
1107,9,111,111,111
1107,1,129,18,129
1107,2,436,436,565
1107,10,531,77,642
1107,11,464,464,1106
1107,5,1204,98,1204
1107,12,142,44,1248
1107,3,713,30,1278
1107,6,112,38,1316
1107,7,157,157,1473
1107,8,887,887,2360
1107,4,1138,56,2416
1107,13,8,8,2424
1107,14,1362,1362,3786
1107,15,838,838,4624
1107,16,5974,5974,10598
1108,5,966,966,966
1108,6,516,516,1482
1108,7,960,960,2442
1108,1,3875,1433,3875
1108,8,1511,78,3953
1108,2,2002,1924,5877
1108,3,467,467,6344
1108,2,319,319,6663
1108,3,837,837,7500
1108,4,2751,2751,10251
1108,13,807,807,11058
1108,14,1617,1617,12675
1108,15,4210,4210,16885
1108,16,4011,4011,20896
1109,1,1,1,1
1109,5,399,398,399
1109,2,573,175,574
1109,6,645,470,1044
1109,7,60,60,1104
1109,6,111,111,1215
1109,7,132,132,1347
1109,8,101,101,1448
1109,3,938,64,1512
1109,2,2577,2577,4089
1109,3,2881,2881,6970
1109,4,1587,1587,8557
1109,13,103,103,8660
1109,14,233,233,8893
1109,15,185,185,9078
1109,14,808,808,9886
1109,15,119,119,10005
1109,16,335,335,10340
1110,5,380,380,380
1110,6,3,3,383
1110,7,1045,1045,1428
1110,8,1078,1078,2506
1110,1,7238,4732,7238
1110,2,454,454,7692
1110,3,741,741,8433
1110,2,724,724,9157
1110,3,905,905,10062
1110,4,4874,4874,14936
1110,13,2963,2963,17899
1110,14,4664,4664,22563
1110,15,1093,1093,23656
1110,16,201,201,23857
1111,5,1524,1524,1524
1111,1,1627,103,1627
1111,6,119,16,1643
1111,2,277,261,1904
1111,3,608,608,2512
1111,7,1233,364,2876
1111,6,1847,1847,4723
1111,7,1117,1117,5840
1111,8,824,824,6664
1111,4,4295,143,6807
1111,13,109,109,6916
1111,14,320,320,7236
1111,15,756,756,7992
1111,16,685,685,8677
1112,9,403,403,403
1112,10,823,823,1226
1112,11,204,204,1430
1112,5,2000,570,2000
1112,6,587,587,2587
1112,10,1504,347,2934
1112,7,643,296,3230
1112,6,124,124,3354
1112,11,667,247,3601
1112,7,1263,1016,4617
1112,12,1385,369,4986
1112,1,7242,2256,7242
1112,2,1260,1260,8502
1112,3,218,218,8720
1112,2,1456,1456,10176
1112,8,5982,423,10599
1112,3,1082,659,11258
1112,4,11284,11284,22542
1112,13,416,416,22958
1112,14,1191,1191,24149
1112,15,776,776,24925
1112,16,239,239,25164
1113,5,59,59,59
1113,1,814,755,814
1113,6,1042,287,1101
1113,2,634,347,1448
1113,3,167,167,1615
1113,7,953,439,2054
1113,6,497,497,2551
1113,7,186,186,2737
1113,4,1683,561,3298
1113,8,12347,11786,15084
1113,13,8640,8640,23724
1113,14,2079,2079,25803
1113,15,1008,1008,26811
1113,16,1860,1860,28671
1114,1,4117,4117,4117
1114,2,281,281,4398
1114,3,547,547,4945
1114,4,321,321,5266
1114,13,276,276,5542
1114,14,904,904,6446
1114,15,381,381,6827
1114,16,752,752,7579
1115,1,592,592,592
1115,2,1102,1102,1694
1115,3,644,644,2338
1115,4,4014,4014,6352
1115,13,246,246,6598
1115,14,191,191,6789
1115,15,107,107,6896
1115,14,608,608,7504
1115,15,134,134,7638
1115,16,19,19,7657
1116,1,335,335,335
1116,2,1161,1161,1496
1116,3,5511,5511,7007
1116,2,349,349,7356
1116,3,580,580,7936
1116,4,152,152,8088
1116,13,1532,1532,9620
1116,14,193,193,9813
1116,15,800,800,10613
1116,14,468,468,11081
1116,15,216,216,11297
1116,16,443,443,11740
1117,1,176,176,176
1117,2,151,151,327
1117,3,156,156,483
1117,5,991,508,991
1117,4,596,88,1079
1117,6,198,110,1189
1117,7,291,291,1480
1117,8,1105,1105,2585
1117,13,198,198,2783
1117,14,710,710,3493
1117,15,158,158,3651
1117,14,501,501,4152
1117,15,3524,3524,7676
1117,16,5460,5460,13136
1118,5,172,172,172
1118,1,244,72,244
1118,9,355,111,355
1118,10,218,218,573
1118,11,28,28,601
1118,6,494,65,666
1118,10,474,409,1075
1118,2,965,134,1209
1118,11,169,35,1244
1118,3,171,136,1380
1118,7,1022,308,1688
1118,12,1418,974,2662
1118,6,1128,154,2816
1118,7,147,147,2963
1118,2,1758,175,3138
1118,3,204,204,3342
1118,4,1480,1480,4822
1118,8,5576,3717,8539
1118,13,174,174,8713
1118,14,315,315,9028
1118,15,241,241,9269
1118,14,574,574,9843
1118,15,265,265,10108
1118,16,755,755,10863
1119,5,92,92,92
1119,1,162,70,162
1119,6,1154,1084,1246
1119,2,1135,51,1297
1119,3,638,638,1935
1119,7,703,14,1949
1119,9,3029,1080,3029
1119,10,264,264,3293
1119,11,135,135,3428
1119,10,871,871,4299
1119,8,2529,179,4478
1119,4,2714,171,4649
1119,11,693,343,4992
1119,12,9721,9721,14713
1119,13,162,162,14875
1119,14,425,425,15300
1119,15,645,645,15945
1119,16,188,188,16133
1120,5,32,32,32
1120,1,48,16,48
